Category,City,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipMode,State,Sub_Category,SalesForecast,ShipStatus,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,IsShippingDelayed,DaysBetweenOrderAndShip,MonthsBetweenOrderAndShip,OrderYear,OrderMonth,OrderDay,ShipYear,ShipMonth,ShipDay,ProductID,CustomerID,ShipID,LocationID,DateKey
Technology,Brentwood,Deborah Brumfield,0.2,CA-2014-122504,94513,"Plantronics CS 50-USB - headset - Convertible, Monaural",67,7,West,762,Home Office,Second Class,California,Phones,998,Shipped Late,Yes,761.54,8.8,236.0,37.9324,-121.6894,Yes,5,0,2014,11,8,2014,11,13,1265,217,3256,57,2014-11-08
Technology,New York City,Frank Preis,0.0,CA-2014-113572,10024,Maxell CD-R Discs,3,4,East,8,Consumer,Standard Class,New York,Accessories,10,Shipped Early,Yes,7.88,32.0,2.0,40.7864,-73.9764,No,4,0,2014,11,8,2014,11,12,1055,287,3076,399,2014-11-08
Technology,Philadelphia,Emily Phan,0.4,CA-2014-149888,19120,Jabra Supreme Plus Driver Edition Headset,-72,5,East,360,Consumer,Standard Class,Pennsylvania,Phones,472,Shipped On Time,No,359.97,-20.0,112.0,40.0343,-75.1213,No,6,0,2014,11,8,2014,11,14,932,260,3801,450,2014-11-08
Technology,San Francisco,Tony Sayre,0.0,CA-2014-152737,94122,Plantronics Audio 995 Wireless Stereo Headset,145,4,West,440,Consumer,Standard Class,California,Accessories,576,Shipped Early,Yes,439.8,33.0,136.0,37.7593,-122.4836,No,5,0,2014,11,8,2014,11,13,1264,765,3856,530,2014-11-08
Furniture,Baltimore,Kean Nguyen,0.0,CA-2014-155621,21215,Howard Miller Distant Time Traveler Alarm Clock,112,10,East,274,Corporate,Standard Class,Maryland,Furnishings,359,Shipped Early,Yes,274.2,41.0,85.0,39.3446,-76.6794,No,5,0,2014,11,9,2014,11,14,881,429,3908,34,2014-11-09
Office Supplies,New York City,Sharelle Roach,0.0,CA-2014-143658,10035,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,33,5,East,110,Home Office,Second Class,New York,Art,144,Shipped Late,Yes,109.9,30.0,34.0,40.8011,-73.9371,Yes,5,0,2014,11,9,2014,11,14,1226,694,3674,400,2014-11-09
Furniture,New York City,Parhena Norris,0.0,CA-2014-161018,10009,9-3/4 Diameter Round Wall Clock,41,7,East,97,Home Office,Second Class,New York,Furnishings,126,Shipped Early,Yes,96.53,42.0,29.0,40.7262,-73.9796,No,2,0,2014,11,10,2014,11,12,30,584,4016,397,2014-11-10
Furniture,Oceanside,Joel Eaton,0.0,US-2014-141852,92054,Eldon Wave Desk Accessories,21,8,West,47,Consumer,Standard Class,California,Furnishings,62,Shipped Early,Yes,47.12,44.0,15.0,33.2072,-117.3573,No,5,0,2014,11,10,2014,11,15,589,382,4907,416,2014-11-10
Furniture,San Diego,Jim Epp,0.2,CA-2014-119494,92105,"Lifetime Advantage Folding Chairs, 4/Carton",52,3,West,523,Corporate,Standard Class,California,Chairs,686,Shipped Early,Yes,523.39,10.0,163.0,32.7423,-117.0947,No,4,0,2014,11,10,2014,11,14,986,373,3188,527,2014-11-10
Furniture,Sunnyvale,Jennifer Braxton,0.2,CA-2014-158246,94086,"Global Leather Task Chair, Black",-3,3,West,216,Corporate,First Class,California,Chairs,283,Shipped Late,No,215.98,-1.3,67.0,37.3764,-122.0238,Yes,2,0,2014,11,10,2014,11,12,757,359,3961,567,2014-11-10
Office Supplies,Coachella,Matt Collister,0.0,CA-2014-159597,92236,"Safco Wire Cube Shelving System, For Use as 4 or 5 14 Cubes, Black",3,2,West,64,Corporate,Standard Class,California,Storage,83,Shipped Early,Yes,63.56,5.0,19.0,33.675,-116.1772,No,5,0,2014,11,10,2014,11,15,1383,505,3988,103,2014-11-10
Office Supplies,Columbia,Brian Moss,0.0,CA-2014-152912,21044,Adjustable Depth Letter/Legal Cart,158,3,East,544,Corporate,Second Class,Maryland,Storage,713,Shipped On Time,Yes,544.38,29.0,169.0,39.2141,-76.8788,No,3,0,2014,11,10,2014,11,13,111,110,3860,106,2014-11-10
Office Supplies,Columbia,Brian Moss,0.0,CA-2014-152912,21044,Adjustable Depth Letter/Legal Cart,474,9,East,1633,Corporate,Second Class,Maryland,Storage,2140,Shipped On Time,Yes,1633.14,29.0,507.0,39.2141,-76.8788,No,3,0,2014,11,10,2014,11,13,111,110,3860,106,2014-11-10
Office Supplies,Columbia,Brian Moss,0.0,CA-2014-152912,21044,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4,2,East,10,Corporate,Second Class,Maryland,Binders,13,Shipped On Time,Yes,9.64,46.0,3.0,39.2141,-76.8788,No,3,0,2014,11,10,2014,11,13,1633,110,3860,106,2014-11-10
Technology,Coachella,Matt Collister,0.0,CA-2014-159597,92236,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,44,1,West,100,Corporate,Standard Class,California,Accessories,131,Shipped Early,Yes,99.99,44.0,31.0,33.675,-116.1772,No,5,0,2014,11,10,2014,11,15,1324,505,3988,103,2014-11-10
Technology,Columbia,Brian Moss,0.0,CA-2014-152912,21044,Maxell iVDR EX 500GB Cartridge,355,3,East,827,Corporate,Second Class,Maryland,Accessories,1083,Shipped On Time,Yes,826.62,43.0,256.0,39.2141,-76.8788,No,3,0,2014,11,10,2014,11,13,1059,110,3860,106,2014-11-10
Technology,Jacksonville,Peter McVee,0.2,CA-2014-159667,32216,Logitech G602 Wireless Gaming Mouse,38,3,South,192,Home Office,Standard Class,Florida,Accessories,252,Shipped Early,Yes,191.98,20.0,60.0,30.2787,-81.5831,No,4,0,2014,11,10,2014,11,14,1001,608,3990,261,2014-11-10
Technology,Jacksonville,Peter McVee,0.2,CA-2014-159667,32216,Motorola L703CM,31,4,South,499,Home Office,Standard Class,Florida,Phones,654,Shipped Early,Yes,499.17,6.3,155.0,30.2787,-81.5831,No,4,0,2014,11,10,2014,11,14,1097,608,3990,261,2014-11-10
Furniture,Los Angeles,Maria Etezadi,0.2,CA-2014-137624,90008,"Global Leather & Oak Executive Chair, Burgundy",-36,2,West,241,Home Office,Standard Class,California,Chairs,316,Shipped Late,No,241.42,-15.0,75.0,34.0116,-118.3411,Yes,7,0,2014,11,11,2014,11,18,754,487,3558,323,2014-11-11
Furniture,Round Rock,Edward Becker,0.6,CA-2014-161739,78664,Tenex Antistatic Computer Chair Mats,-427,5,Central,342,Corporate,Second Class,Texas,Furnishings,448,Shipped Late,No,341.96,-125.0,106.0,30.5145,-97.668,Yes,5,0,2014,11,11,2014,11,16,1523,249,4034,506,2014-11-11
Furniture,Tucson,Ann Blume,0.2,US-2014-155425,85705,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-146,4,West,899,Corporate,First Class,Arizona,Chairs,1178,Shipped On Time,No,899.14,-16.3,279.0,32.2691,-110.9845,No,1,0,2014,11,11,2014,11,12,822,40,4955,588,2014-11-11
Office Supplies,Hollywood,Daniel Raglin,0.7,CA-2014-142671,33021,GBC VeloBinder Strips,-8,5,South,12,Home Office,Second Class,Florida,Binders,15,Shipped Late,No,11.52,-66.7,3.0,26.0218,-80.1891,Yes,4,0,2014,11,11,2014,11,15,715,195,3650,241,2014-11-11
Office Supplies,New York City,Frank Hawley,0.2,CA-2014-104640,10024,Fellowes PB300 Plastic Comb Binding Machine,314,3,East,931,Corporate,Standard Class,New York,Binders,1220,Shipped On Time,Yes,931.18,33.8,289.0,40.7864,-73.9764,No,6,0,2014,11,11,2014,11,17,647,284,2901,399,2014-11-11
Office Supplies,Pasco,Michael Chen,0.0,US-2014-128447,99301,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",112,5,West,401,Consumer,Standard Class,Washington,Appliances,525,Shipped Late,Yes,400.8,28.0,124.0,46.2492,-119.1044,Yes,7,0,2014,11,11,2014,11,18,609,522,4853,440,2014-11-11
Office Supplies,Pasco,Michael Chen,0.2,US-2014-128447,99301,GBC VeloBinder Manual Binding System,10,1,West,29,Consumer,Standard Class,Washington,Binders,38,Shipped Late,Yes,28.79,35.0,9.0,46.2492,-119.1044,Yes,7,0,2014,11,11,2014,11,18,714,522,4853,440,2014-11-11
Office Supplies,Riverside,Thomas Brumley,0.0,CA-2014-162096,92503,12 Colored Short Pencils,2,3,West,8,Home Office,Same Day,California,Art,10,Shipped On Time,Yes,7.8,27.0,2.0,33.9208,-117.4589,No,0,0,2014,11,11,2014,11,11,10,745,4046,492,2014-11-11
Office Supplies,Seattle,Nick Crebassa,0.2,CA-2014-163874,98105,GBC Imprintable Covers,10,3,West,26,Corporate,Second Class,Washington,Binders,35,Shipped Early,Yes,26.35,36.3,9.0,47.6633,-122.3022,No,2,0,2014,11,11,2014,11,13,687,568,4082,545,2014-11-11
Office Supplies,Tucson,Ann Blume,0.7,US-2014-155425,85705,Cardinal EasyOpen D-Ring Binders,-26,14,West,38,Corporate,First Class,Arizona,Binders,50,Shipped On Time,No,38.39,-66.7,12.0,32.2691,-110.9845,No,1,0,2014,11,11,2014,11,12,406,40,4955,588,2014-11-11
Technology,Modesto,Gary Hwang,0.0,CA-2014-141138,95351,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,44,7,West,112,Consumer,Standard Class,California,Accessories,146,Shipped On Time,Yes,111.79,39.0,34.0,37.6236,-120.9966,No,6,0,2014,11,11,2014,11,17,1071,294,3619,372,2014-11-11
Technology,New York City,Frank Hawley,0.0,CA-2014-104640,10024,Aastra 6757i CT Wireless VoIP phone,125,2,East,431,Corporate,Standard Class,New York,Phones,565,Shipped On Time,Yes,430.88,29.0,134.0,40.7864,-73.9764,No,6,0,2014,11,11,2014,11,17,47,284,2901,399,2014-11-11
Technology,Tucson,Ann Blume,0.2,US-2014-155425,85705,Adtran 1202752G1,15,2,West,202,Corporate,First Class,Arizona,Phones,264,Shipped On Time,Yes,201.58,7.5,62.0,32.2691,-110.9845,No,1,0,2014,11,11,2014,11,12,113,40,4955,588,2014-11-11
Technology,Tucson,Ann Blume,0.2,US-2014-155425,85705,Case Logic 2.4GHz Wireless Keyboard,-36,6,West,240,Corporate,First Class,Arizona,Accessories,314,Shipped On Time,No,239.95,-15.0,74.0,32.2691,-110.9845,No,1,0,2014,11,11,2014,11,12,419,40,4955,588,2014-11-11
Technology,Tucson,Ann Blume,0.7,US-2014-155425,85705,DYMO CardScan Personal V9 Business Card Scanner,-64,2,West,96,Corporate,First Class,Arizona,Machines,126,Shipped On Time,No,95.99,-66.7,30.0,32.2691,-110.9845,No,1,0,2014,11,11,2014,11,12,500,40,4955,588,2014-11-11
Furniture,Knoxville,Michelle Huthwaite,0.2,CA-2014-115448,37918,Executive Impressions 14 Contract Wall Clock,14,5,South,89,Consumer,First Class,Tennessee,Furnishings,117,Shipped Late,Yes,88.92,16.3,28.0,36.0501,-83.9226,Yes,3,0,2014,11,12,2014,11,15,619,534,3099,275,2014-11-12
Furniture,Los Angeles,Thomas Brumley,0.0,CA-2014-148985,90045,Dax Clear Box Frame,12,4,West,35,Home Office,Second Class,California,Furnishings,46,Shipped Late,Yes,34.92,34.0,11.0,33.9631,-118.3941,Yes,4,0,2014,11,12,2014,11,16,505,745,3785,326,2014-11-12
Office Supplies,Aberdeen,Jeremy Lonsdale,0.0,CA-2014-167976,57401,Acme Titanium Bonded Scissors,7,3,Central,26,Consumer,Second Class,South Dakota,Supplies,33,Shipped On Time,Yes,25.5,26.0,7.0,45.4661,-98.4856,No,3,0,2014,11,12,2014,11,15,100,366,4156,1,2014-11-12
Office Supplies,Detroit,Emily Phan,0.0,CA-2014-157483,48227,Boston 1799 Powerhouse Electric Pencil Sharpener,51,7,Central,182,Consumer,Standard Class,Michigan,Art,238,Shipped Late,Yes,181.86,28.0,56.0,42.3883,-83.1937,Yes,7,0,2014,11,12,2014,11,19,353,260,3946,149,2014-11-12
Office Supplies,Fort Lauderdale,Brenda Bowman,0.2,CA-2014-158561,33311,Hoover Upright Vacuum With Dirt Cup,130,5,South,1158,Corporate,Second Class,Florida,Appliances,1518,Shipped Late,Yes,1158.12,11.3,360.0,26.1421,-80.1728,Yes,5,0,2014,11,12,2014,11,17,867,103,3966,188,2014-11-12
Office Supplies,Garland,Tamara Dahlen,0.8,CA-2014-150959,75043,Deluxe Heavy-Duty Vinyl Round Ring Binder,-32,4,Central,18,Consumer,First Class,Texas,Binders,24,Shipped Late,No,18.34,-175.0,6.0,32.8565,-96.5999,Yes,2,0,2014,11,12,2014,11,14,518,732,3818,201,2014-11-12
Office Supplies,Garland,Tamara Dahlen,0.2,CA-2014-150959,75043,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3,5,Central,10,Consumer,First Class,Texas,Labels,14,Shipped Late,Yes,10.44,32.5,4.0,32.8565,-96.5999,Yes,2,0,2014,11,12,2014,11,14,1254,732,3818,201,2014-11-12
Office Supplies,Los Angeles,Guy Armstrong,0.0,CA-2014-110842,90036,Belkin 6 Outlet Metallic Surge Strip,3,1,West,11,Consumer,Standard Class,California,Appliances,14,Shipped Early,Yes,10.89,26.0,3.0,34.0699,-118.3492,No,5,0,2014,11,12,2014,11,17,293,314,3024,325,2014-11-12
Office Supplies,Los Angeles,Guy Armstrong,0.2,CA-2014-110842,90036,Ibico Plastic Spiral Binding Combs,40,5,West,122,Consumer,Standard Class,California,Binders,159,Shipped Early,Yes,121.6,32.5,37.0,34.0699,-118.3492,No,5,0,2014,11,12,2014,11,17,896,314,3024,325,2014-11-12
Office Supplies,Los Angeles,Guy Armstrong,0.0,CA-2014-110842,90036,Xerox 201,9,3,West,19,Consumer,Standard Class,California,Paper,25,Shipped Early,Yes,19.44,48.0,6.0,34.0699,-118.3492,No,5,0,2014,11,12,2014,11,17,1787,314,3024,325,2014-11-12
Office Supplies,Milwaukee,Catherine Glotzbach,0.0,CA-2014-143217,53209,Prestige Round Ring Binders,9,3,Central,18,Home Office,Standard Class,Wisconsin,Binders,24,Shipped On Time,Yes,18.24,47.0,6.0,43.1188,-87.9478,No,6,0,2014,11,12,2014,11,18,1307,135,3661,364,2014-11-12
Office Supplies,New York City,Meg Tillman,0.0,CA-2014-154137,10009,Belkin OmniView SE Rackmount Kit,0,1,East,35,Consumer,Standard Class,New York,Storage,46,Shipped On Time,No,35.48,0.0,11.0,40.7262,-73.9796,No,6,0,2014,11,12,2014,11,18,308,520,3883,397,2014-11-12
Office Supplies,Springfield,Max Ludwig,0.2,CA-2014-143455,45503,Xerox 222,4,2,East,10,Home Office,Standard Class,Ohio,Paper,14,Shipped Late,Yes,10.37,35.0,4.0,39.9528,-83.7804,Yes,7,0,2014,11,12,2014,11,19,1810,516,3670,560,2014-11-12
Office Supplies,Urbandale,William Brown,0.0,CA-2014-120327,50322,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22,4,Central,46,Consumer,Standard Class,Iowa,Fasteners,60,Shipped Early,Yes,45.92,47.0,14.0,41.6295,-93.723,No,5,0,2014,11,12,2014,11,17,1591,788,3200,593,2014-11-12
Technology,Dallas,Patrick Gardner,0.2,US-2014-116491,75081,OtterBox Commuter Series Case - iPhone 5 & 5s,12,2,Central,35,Consumer,First Class,Texas,Phones,46,Shipped Late,Yes,35.18,35.0,11.0,32.9462,-96.7058,Yes,2,0,2014,11,12,2014,11,14,1219,587,4796,129,2014-11-12
Furniture,Dallas,Lindsay Shagiari,0.6,CA-2014-164168,75081,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",-18,3,Central,23,Home Office,Standard Class,Texas,Furnishings,30,Shipped On Time,No,22.85,-77.5,7.0,32.9462,-96.7058,No,6,0,2014,11,13,2014,11,19,562,464,4091,129,2014-11-13
Furniture,Glendale,Eugene Moren,0.2,CA-2014-134915,85301,Harbour Creations 67200 Series Stacking Chairs,10,2,West,114,Home Office,Same Day,Arizona,Chairs,149,Shipped On Time,Yes,113.89,8.8,35.0,33.5311,-112.1767,No,0,0,2014,11,13,2014,11,13,795,275,3504,206,2014-11-13
Furniture,Glendale,Eugene Moren,0.2,CA-2014-134915,85301,"Tenex V2T-RE Standard Weight Series Chair Mat, 45 x 53, Lip 25 x 12",-6,2,West,114,Home Office,Same Day,Arizona,Furnishings,149,Shipped On Time,No,113.57,-5.0,35.0,33.5311,-112.1767,No,0,0,2014,11,13,2014,11,13,1537,275,3504,206,2014-11-13
Office Supplies,Austin,Nathan Gelder,0.2,CA-2014-130386,78745,Tennsco Double-Tier Lockers,-47,3,Central,540,Consumer,Standard Class,Texas,Storage,708,Shipped On Time,No,540.05,-8.8,168.0,30.2063,-97.7956,No,6,0,2014,11,13,2014,11,19,1541,561,3412,31,2014-11-13
Office Supplies,Austin,Nathan Gelder,0.2,CA-2014-130386,78745,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6,3,Central,16,Consumer,Standard Class,Texas,Paper,21,Shipped On Time,Yes,16.06,36.3,5.0,30.2063,-97.7956,No,6,0,2014,11,13,2014,11,19,1640,561,3412,31,2014-11-13
Office Supplies,Austin,Nathan Gelder,0.2,CA-2014-130386,78745,Xerox 197,70,9,Central,223,Consumer,Standard Class,Texas,Paper,292,Shipped On Time,Yes,223.06,31.3,69.0,30.2063,-97.7956,No,6,0,2014,11,13,2014,11,19,1750,561,3412,31,2014-11-13
Office Supplies,Columbus,Sylvia Foulston,0.2,CA-2014-122644,43229,Strathmore Photo Mount Cards,4,2,East,11,Corporate,Standard Class,Ohio,Paper,14,Shipped Early,Yes,10.85,32.5,3.0,40.0839,-82.9726,No,5,0,2014,11,13,2014,11,18,1506,730,3259,112,2014-11-13
Office Supplies,Dallas,Lindsay Shagiari,0.2,CA-2014-164168,75081,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,4,2,Central,12,Home Office,Standard Class,Texas,Envelopes,16,Shipped On Time,Yes,12.22,36.3,4.0,32.9462,-96.7058,No,6,0,2014,11,13,2014,11,19,5,464,4091,129,2014-11-13
Office Supplies,Dallas,Lindsay Shagiari,0.2,CA-2014-164168,75081,Fellowes Neat Ideas Storage Cubes,-16,3,Central,78,Home Office,Standard Class,Texas,Storage,102,Shipped On Time,No,77.95,-20.0,24.0,32.9462,-96.7058,No,6,0,2014,11,13,2014,11,19,644,464,4091,129,2014-11-13
Office Supplies,Dallas,Lindsay Shagiari,0.8,CA-2014-164168,75081,Surelock Post Binders,-46,5,Central,31,Home Office,Standard Class,Texas,Binders,40,Shipped On Time,No,30.56,-150.0,9.0,32.9462,-96.7058,No,6,0,2014,11,13,2014,11,19,1511,464,4091,129,2014-11-13
Office Supplies,Glendale,Eugene Moren,0.2,CA-2014-134915,85301,Xerox 1978,8,5,West,23,Home Office,Same Day,Arizona,Paper,30,Shipped On Time,Yes,23.12,36.3,7.0,33.5311,-112.1767,No,0,0,2014,11,13,2014,11,13,1759,275,3504,206,2014-11-13
Office Supplies,Lancaster,Dennis Kane,0.2,CA-2014-166835,17602,"SAFCO Commercial Wire Shelving, Black",-55,2,East,221,Consumer,Second Class,Pennsylvania,Storage,290,Shipped Early,No,221.02,-25.0,69.0,40.0335,-76.2844,No,2,0,2014,11,13,2014,11,15,1363,224,4128,294,2014-11-13
Office Supplies,Longview,Maria Bertelson,0.0,CA-2014-149944,98632,Fellowes Superior 10 Outlet Split Surge Protector,22,2,West,76,Consumer,Second Class,Washington,Appliances,100,Shipped Late,Yes,76.12,29.0,24.0,46.1514,-122.9634,Yes,4,0,2014,11,13,2014,11,17,660,486,3803,320,2014-11-13
Office Supplies,Longview,Maria Bertelson,0.0,CA-2014-149944,98632,Staples,9,3,West,18,Consumer,Second Class,Washington,Fasteners,24,Shipped Late,Yes,18.24,50.0,6.0,46.1514,-122.9634,Yes,4,0,2014,11,13,2014,11,17,1490,486,3803,320,2014-11-13
Office Supplies,Los Angeles,Emily Phan,0.0,US-2014-125808,90032,Xerox 1899,6,2,West,12,Consumer,Second Class,California,Paper,15,Shipped On Time,Yes,11.56,49.0,3.0,34.0818,-118.1753,No,3,0,2014,11,13,2014,11,16,1673,260,4843,324,2014-11-13
Office Supplies,Los Angeles,Jim Epp,0.2,US-2014-136707,90036,Acco 3-Hole Punch,5,4,West,14,Corporate,First Class,California,Binders,18,Shipped Late,Yes,14.02,35.0,4.0,34.0699,-118.3492,Yes,3,0,2014,11,13,2014,11,16,48,373,4889,325,2014-11-13
Office Supplies,New York City,Ed Braxton,0.2,CA-2014-134978,10024,"Avery Durable Slant Ring Binders, No Labels",5,5,East,16,Corporate,Second Class,New York,Binders,21,Shipped On Time,Yes,15.92,33.8,5.0,40.7864,-73.9764,No,3,0,2014,11,13,2014,11,16,240,246,3505,399,2014-11-13
Office Supplies,Santa Clara,David Bremer,0.0,CA-2014-160514,95051,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5,2,West,11,Corporate,Standard Class,California,Paper,14,Shipped Early,Yes,10.56,45.0,3.0,37.3483,-121.9844,No,4,0,2014,11,13,2014,11,17,1822,207,4005,540,2014-11-13
Office Supplies,Seattle,Christine Sundaresam,0.0,CA-2014-164364,98115,Acme Forged Steel Scissors with Black Enamel Handles,8,3,West,28,Consumer,Standard Class,Washington,Supplies,37,Shipped Early,Yes,27.93,29.0,9.0,47.6849,-122.2968,No,4,0,2014,11,13,2014,11,17,88,156,4093,546,2014-11-13
Office Supplies,Seattle,Christine Sundaresam,0.0,CA-2014-164364,98115,Avery 483,5,2,West,10,Consumer,Standard Class,Washington,Labels,13,Shipped Early,Yes,9.96,46.0,3.0,47.6849,-122.2968,No,4,0,2014,11,13,2014,11,17,189,156,4093,546,2014-11-13
Office Supplies,Seattle,Christine Sundaresam,0.0,CA-2014-164364,98115,"Dixon Ticonderoga Maple Cedar Pencil, #2",2,3,West,9,Consumer,Standard Class,Washington,Art,12,Shipped Early,Yes,9.21,25.0,3.0,47.6849,-122.2968,No,4,0,2014,11,13,2014,11,17,530,156,4093,546,2014-11-13
Office Supplies,Tallahassee,Larry Blacks,0.2,CA-2014-154088,32303,Xerox 1968,9,5,South,27,Consumer,Standard Class,Florida,Paper,35,Shipped Early,Yes,26.72,35.0,8.0,30.4874,-84.3189,No,5,0,2014,11,13,2014,11,18,1748,448,3878,569,2014-11-13
Technology,Columbus,Sylvia Foulston,0.2,CA-2014-122644,43229,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",3,2,East,19,Corporate,Standard Class,Ohio,Accessories,24,Shipped Early,Yes,18.54,16.3,5.0,40.0839,-82.9726,No,5,0,2014,11,13,2014,11,18,1587,730,3259,112,2014-11-13
Technology,Dallas,Lindsay Shagiari,0.2,CA-2014-164168,75081,Maxell LTO Ultrium - 800 GB,-1,2,Central,45,Home Office,Standard Class,Texas,Accessories,59,Shipped On Time,No,44.78,-1.3,14.0,32.9462,-96.7058,No,6,0,2014,11,13,2014,11,19,1058,464,4091,129,2014-11-13
Technology,Dallas,Lindsay Shagiari,0.2,CA-2014-164168,75081,Panasonic KX TS3282W Corded phone,8,1,Central,68,Home Office,Standard Class,Texas,Phones,89,Shipped On Time,Yes,67.99,12.5,21.0,32.9462,-96.7058,No,6,0,2014,11,13,2014,11,19,1237,464,4091,129,2014-11-13
Technology,Glendale,Eugene Moren,0.2,CA-2014-134915,85301,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,2,West,8,Home Office,Same Day,Arizona,Phones,10,Shipped On Time,Yes,7.92,8.8,2.0,33.5311,-112.1767,No,0,0,2014,11,13,2014,11,13,476,275,3504,206,2014-11-13
Technology,Glendale,Eugene Moren,0.2,CA-2014-134915,85301,Memorex Micro Travel Drive 8 GB,13,4,West,42,Home Office,Same Day,Arizona,Accessories,55,Shipped On Time,Yes,41.6,31.3,13.0,33.5311,-112.1767,No,0,0,2014,11,13,2014,11,13,1070,275,3504,206,2014-11-13
Technology,Glendale,Eugene Moren,0.2,CA-2014-134915,85301,Samsung Galaxy Mega 6.3,50,2,West,672,Home Office,Same Day,Arizona,Phones,881,Shipped On Time,Yes,671.98,7.5,209.0,33.5311,-112.1767,No,0,0,2014,11,13,2014,11,13,1385,275,3504,206,2014-11-13
Technology,Newark,Nat Gilpin,0.4,US-2014-116659,43055,Jabra SPEAK 410 Multidevice Speakerphone,-93,3,East,371,Corporate,Same Day,Ohio,Phones,486,Shipped On Time,No,370.78,-25.0,115.0,40.0724,-82.4046,No,0,0,2014,11,13,2014,11,13,931,556,4799,402,2014-11-13
Technology,Tempe,Don Jones,0.2,US-2014-132220,85281,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,-11,6,West,62,Corporate,Standard Class,Arizona,Accessories,82,Shipped Early,No,62.35,-17.5,20.0,33.4227,-111.9261,No,4,0,2014,11,13,2014,11,17,1400,233,4869,574,2014-11-13
Furniture,Buffalo,Stefania Perrino,0.0,CA-2014-112844,14215,"Deflect-o EconoMat Nonstudded, No Bevel Mat",31,3,East,155,Corporate,Second Class,New York,Furnishings,203,Shipped On Time,Yes,154.95,20.0,48.0,42.9335,-78.8115,No,3,0,2014,11,14,2014,11,17,511,707,3060,66,2014-11-14
Furniture,Dallas,Katrina Edelman,0.32,CA-2014-113873,75220,"Bush Westfield Collection Bookcases, Fully Assembled",-27,3,Central,206,Corporate,Standard Class,Texas,Bookcases,270,Shipped On Time,No,206.0,-13.2,64.0,32.8681,-96.8622,No,6,0,2014,11,14,2014,11,20,388,427,3079,131,2014-11-14
Furniture,Seattle,Ted Trevino,0.2,CA-2014-122490,98103,Global Troy Executive Leather Low-Back Tilter,150,6,West,2405,Consumer,Standard Class,Washington,Chairs,3151,Shipped Early,Yes,2404.7,6.3,746.0,47.6733,-122.3426,No,5,0,2014,11,14,2014,11,19,766,737,3255,544,2014-11-14
Office Supplies,Chicago,Christopher Schild,0.2,US-2014-119662,60623,Safco Industrial Wire Shelving,-49,3,Central,230,Home Office,First Class,Illinois,Storage,302,Shipped Late,No,230.38,-21.3,72.0,41.849,-87.7157,Yes,3,0,2014,11,14,2014,11,17,1378,159,4817,92,2014-11-14
Office Supplies,Dallas,Katrina Edelman,0.2,CA-2014-113873,75220,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,6,4,Central,62,Corporate,Standard Class,Texas,Storage,81,Shipped On Time,Yes,61.79,10.0,19.0,32.8681,-96.8622,No,6,0,2014,11,14,2014,11,20,581,427,3079,131,2014-11-14
Office Supplies,Houston,Maria Etezadi,0.8,US-2014-124926,77095,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,-25,6,Central,9,Home Office,Second Class,Texas,Appliances,12,Shipped Late,No,9.32,-265.0,3.0,29.8941,-95.6481,Yes,5,0,2014,11,14,2014,11,19,861,487,4838,249,2014-11-14
Office Supplies,Jupiter,Toby Carlisle,0.2,US-2014-153633,33458,DIXON Oriole Pencils,0,1,South,2,Consumer,Second Class,Florida,Art,3,Shipped Late,No,2.06,7.5,1.0,26.9339,-80.1201,Yes,5,0,2014,11,14,2014,11,19,494,752,4950,267,2014-11-14
Office Supplies,Memphis,Michael Nguyen,0.2,CA-2014-165204,38109,Tennsco Double-Tier Lockers,-63,4,South,720,Consumer,Second Class,Tennessee,Storage,944,Shipped On Time,No,720.06,-8.8,224.0,35.0425,-90.0732,No,3,0,2014,11,14,2014,11,17,1541,528,4105,352,2014-11-14
Office Supplies,Memphis,Michael Nguyen,0.2,CA-2014-165204,38109,"While you Were Out Message Book, One Form per Page",3,3,South,9,Consumer,Second Class,Tennessee,Paper,12,Shipped On Time,Yes,8.9,37.5,3.0,35.0425,-90.0732,No,3,0,2014,11,14,2014,11,17,1605,528,4105,352,2014-11-14
